station,Date,Time,ENTERO,WATER_TEMP,DO,PH,CHLOROPHYLL,DENSITY,FECAL,SALINITY,AIR_TEMP,HUMIDITY,WINDSPEED,CLOUD_COVER,SOLAR_RADIATION
A1,10/27/2021,8:00,8.666666666666666,14.593333333333334,6.849999999999999,7.886666666666667,1.7433333333333334,24.867,2.0,33.467666666666666,56.6,76.85,0.9,0.0,46.0
A1,10/28/2020,8:00,2.0,15.756666666666666,6.573333333333333,7.95,2.4466666666666668,24.648666666666667,2.0,33.504666666666665,57.0,34.82,3.8,8.4,14.0
A1,10/4/2021,8:00,2.0,15.24,7.253333333333334,7.916666666666667,1.5999999999999999,24.703000000000003,2.0,33.442,73.1,37.07,0.7,75.3,88.0
A1,10/5/2020,9:00,2.0,17.61,7.2,7.996666666666667,1.9600000000000002,24.209999999999997,2.0,33.513666666666666,76.5,36.64,4.7,75.3,313.0
A1,11/11/2020,8:00,2.6666666666666665,14.450000000000001,6.273333333333333,8.006666666666666,1.3133333333333335,24.986,5.333333333333333,33.580000000000005,54.5,53.08,0.5,8.4,220.0
A1,11/16/2021,8:00,2.0,15.823333333333332,7.5633333333333335,7.9433333333333325,1.7133333333333332,24.616,2.0,33.48133333333333,55.5,93.53,4.9,89.9,79.0
A1,11/17/2020,9:00,2.0,14.036666666666667,6.41,7.91,1.3966666666666665,25.064333333333334,2.0,33.56166666666667,70.3,24.57,2.8,30.2,345.0
A1,11/2/2020,8:00,2.0,16.61,7.063333333333333,8.09,1.9266666666666665,24.473,2.0,33.531666666666666,63.8,70.99,0.0,30.2,125.0
A1,11/2/2021,8:00,2.0,15.493333333333334,7.34,7.956666666666666,1.2333333333333334,24.680333333333333,2.0,33.474,60.0,83.28,5.8,92.3,21.0
A1,11/22/2021,8:00,2.0,14.579999999999998,7.169999999999999,7.88,1.656666666666667,24.859666666666666,2.0,33.448,61.7,34.91,3.6,75.3,36.0
A1,11/23/2020,8:00,2.0,14.023333333333333,6.573333333333333,7.8933333333333335,2.4566666666666666,25.076666666666664,2.0,33.572,57.3,82.16,1.5,86.4,97.0
A1,11/30/2021,8:00,2.0,15.086666666666666,7.336666666666666,7.84,1.9800000000000002,24.796666666666667,2.0,33.50333333333333,54.8,85.69,1.8,75.3,83.0
A1,11/8/2021,7:00,3.3333333333333335,14.5,7.31,7.883333333333333,0.9666666666666667,24.843666666666667,6.0,33.425333333333334,56.8,84.7,1.9,89.0,23.0
A1,12/1/2020,8:00,2.0,13.526666666666666,6.053333333333334,7.9366666666666665,1.0066666666666666,25.168000000000003,2.0,33.56066666666667,55.4,40.25,2.3,0.0,148.0
A1,12/15/2020,8:00,2.0,14.963333333333333,7.336666666666666,8.066666666666666,1.4100000000000001,24.88233333333333,2.0,33.577,51.5,70.0,3.1,0.0,105.0
A1,12/17/2021,8:00,5.333333333333333,14.573333333333332,6.773333333333333,7.8500000000000005,0.47333333333333333,24.885666666666665,6.0,33.474333333333334,53.1,87.72,0.5,42.3,71.0
A1,12/21/2020,8:00,2.0,14.296666666666667,7.25,8.003333333333332,2.1766666666666667,25.027,2.0,33.57833333333334,55.1,40.02,0.7,0.0,94.0
A1,12/21/2021,8:00,2.6666666666666665,13.58,6.2,7.826666666666667,0.9366666666666666,25.139666666666667,8.0,33.535666666666664,54.9,62.89,1.8,81.2,22.0
A1,12/27/2020,8:00,2.0,14.083333333333334,7.123333333333334,7.97,1.4400000000000002,25.096666666666668,8.666666666666666,33.611,55.6,80.74,0.5,89.0,91.0
A1,12/27/2021,8:00,2.0,15.373333333333335,7.776666666666666,7.98,1.3966666666666665,24.695999999999998,2.0,33.451,49.0,74.95,0.9,89.0,32.0
A1,12/7/2020,8:00,2.0,14.476666666666667,7.066666666666666,7.963333333333334,1.8266666666666664,24.983999999999998,3.3333333333333335,33.573,53.5,46.47,2.3,75.3,52.0
A1,12/8/2021,8:00,2.6666666666666665,15.81,7.169999999999999,7.876666666666666,0.7200000000000001,24.646666666666665,2.0,33.518,55.0,82.71,4.0,90.7,64.0
A1,2/1/2021,9:00,2.0,14.213333333333333,7.45,8.12,1.8766666666666667,25.012666666666664,2.6666666666666665,33.53766666666667,61.4,67.42,5.3,88.8,171.0
A1,2/10/2020,8:00,4.666666666666667,14.393333333333333,7.323333333333333,7.996666666666666,0.8566666666666666,24.947666666666667,27.333333333333332,33.506,51.3,87.94,4.3,65.0,14.0
A1,2/18/2020,8:00,2.0,14.93,7.79,7.989999999999999,1.28,24.847333333333335,2.6666666666666665,33.522,57.2,78.7,4.3,96.8,49.0
A1,2/18/2021,8:00,2.0,14.030000000000001,7.703333333333333,8.153333333333334,3.3766666666666665,25.070000000000004,2.0,33.56433333333333,54.6,54.91,0.5,0.0,218.0
A1,2/22/2021,8:00,2.6666666666666665,12.613333333333335,6.09,7.983333333333333,1.3166666666666667,25.409333333333336,4.666666666666667,33.639,56.1,41.59,0.0,0.0,212.0
A1,2/25/2020,8:00,2.0,13.57,6.886666666666667,7.93,0.5866666666666667,25.142,5.333333333333333,33.54333333333333,56.4,85.44,3.7,23.3,226.0
A1,2/5/2020,8:00,2.0,14.663333333333334,7.38,8.056666666666667,1.5933333333333335,24.919666666666668,2.0,33.53966666666667,44.5,31.82,1.4,65.5,139.0
A1,2/8/2021,8:00,2.0,14.183333333333332,7.203333333333333,8.083333333333334,2.03,25.02933333333333,2.0,33.55133333333333,52.4,77.73,4.0,96.6,65.0
A1,3/16/2020,8:00,2.0,15.773333333333333,7.900000000000001,7.97,2.3000000000000003,24.628666666666664,2.0,33.48,57.5,76.62,6.3,64.1,29.0
A1,3/18/2021,8:00,12.0,11.846666666666666,5.2299999999999995,7.863333333333333,2.6766666666666663,25.635,15.333333333333334,33.74966666666666,53.7,76.39,7.5,90.7,54.0
A1,3/2/2021,8:00,2.0,13.76,7.303333333333334,8.056666666666667,2.186666666666667,25.134,2.0,33.574000000000005,55.4,34.53,3.3,42.3,260.0
A1,3/24/2020,8:00,2.0,15.583333333333334,7.773333333333333,7.989999999999999,2.3966666666666665,24.653000000000002,2.0,33.458333333333336,56.0,78.58,0.0,60.3,123.0
A1,3/24/2021,8:00,2.0,12.25,5.97,7.94,2.686666666666667,25.554333333333332,2.0,33.73466666666666,51.7,76.53,0.7,14.8,121.0
A1,3/5/2020,8:00,2.0,15.566666666666668,8.040000000000001,7.986666666666667,1.1633333333333333,24.699333333333332,2.0,33.51166666666666,56.1,88.81,4.3,89.9,145.0
A1,3/8/2021,9:00,2.0,14.436666666666667,7.89,8.136666666666667,2.473333333333333,24.967333333333332,2.0,33.540666666666674,58.1,69.68,6.1,90.7,255.0
A1,3/9/2020,8:00,2.0,14.116666666666667,7.0566666666666675,7.8566666666666665,1.4666666666666668,25.027666666666665,2.6666666666666665,33.53766666666667,53.5,70.14,2.7,52.6,53.0
A1,4/1/2020,7:00,2.0,12.99,6.716666666666666,7.803333333333334,3.4066666666666663,25.30966666666667,4.666666666666667,33.614333333333335,56.8,91.77,2.1,84.6,23.0
A1,4/1/2021,9:00,2.0,13.116666666666667,6.413333333333334,7.859999999999999,1.4400000000000002,25.330666666666662,2.0,33.66733333333334,74.5,16.44,7.5,54.3,398.0
A1,4/10/2020,8:00,11.333333333333334,15.986666666666666,9.333333333333334,8.226666666666667,6.746666666666666,24.41,5.333333333333333,33.25666666666667,56.1,89.13,14.6,64.5,27.0
A1,4/13/2021,8:00,2.0,14.229999999999999,7.0566666666666675,8.03,3.65,25.117333333333335,2.0,33.692,56.9,72.16,7.1,100.0,45.0
A1,4/14/2020,8:00,2.0,14.963333333333333,7.983333333333333,8.020000000000001,4.446666666666666,24.706333333333333,2.0,33.355,60.7,79.14,4.9,68.1,198.0
A1,4/20/2021,8:00,2.6666666666666665,12.693333333333333,5.783333333333334,7.933333333333334,1.6433333333333333,25.448333333333334,2.6666666666666665,33.74266666666667,58.7,75.07,7.2,89.0,132.0
A1,4/21/2020,9:00,2.6666666666666665,11.906666666666666,5.27,7.75,0.9266666666666666,25.605999999999998,5.333333333333333,33.722,62.5,69.74,6.2,70.8,323.0
A1,4/27/2021,8:00,2.0,11.76,5.306666666666667,7.919999999999999,0.8066666666666666,25.650333333333332,4.666666666666667,33.75033333333334,58.8,57.96,4.5,83.0,148.0
A1,4/28/2020,8:00,10.666666666666666,14.876666666666665,7.486666666666667,7.956666666666667,28.903333333333336,24.949333333333332,12.666666666666666,33.663333333333334,63.2,85.31,1.8,100.0,65.0
A1,4/6/2021,8:00,11.333333333333334,12.443333333333333,5.433333333333334,7.863333333333333,1.3333333333333333,25.512,44.666666666666664,33.745666666666665,58.4,72.71,1.8,63.3,197.0
A1,5/10/2021,8:00,2.6666666666666665,15.086666666666668,8.040000000000001,8.15,3.8833333333333333,24.93466666666667,2.0,33.699000000000005,61.3,66.44,5.0,100.0,43.0
A1,5/12/2020,8:00,2.0,14.496666666666668,6.41,7.960000000000001,2.873333333333333,25.017666666666667,2.0,33.655,64.6,67.27,2.5,37.9,309.0
A1,5/18/2020,8:00,2.0,14.356666666666667,4.3533333333333335,7.87,4.336666666666667,25.058999999999997,2.0,33.69533333333333,68.0,61.63,4.5,64.1,245.0
A1,5/18/2021,8:00,2.0,13.94,6.663333333333334,8.006666666666666,1.4666666666666668,25.165666666666667,6.0,33.705,61.2,76.36,5.3,100.0,58.0
A1,5/26/2020,8:00,2.0,15.020000000000001,6.53,8.046666666666667,2.44,24.929666666666666,2.0,33.69866666666667,65.7,80.63,2.8,100.0,141.0
A1,5/27/2021,8:00,2.0,13.076666666666668,6.18,7.93,1.4833333333333334,25.361333333333334,3.3333333333333335,33.711000000000006,60.4,65.28,2.1,94.9,138.0
A1,5/3/2021,8:00,2.0,15.286666666666667,7.866666666666667,8.11,6.746666666666667,24.893333333333334,2.0,33.68966666666667,60.4,75.42,3.6,90.7,112.0
A1,5/5/2020,8:00,2.0,13.623333333333333,6.786666666666666,7.8933333333333335,11.32,25.2,2.0,33.681999999999995,68.4,74.63,0.5,23.3,295.0
A1,6/1/2021,9:00,2.0,15.386666666666665,8.293333333333333,8.123333333333333,3.9600000000000004,24.85166666666667,2.0,33.68866666666667,63.6,75.58,5.1,90.7,467.0
A1,6/15/2021,8:00,2.0,13.983333333333333,6.576666666666667,7.93,2.2399999999999998,25.109666666666666,2.0,33.63733333333334,68.2,75.82,4.2,75.3,175.0
A1,6/16/2020,10:00,2.0,17.526666666666667,7.986666666666667,8.123333333333333,3.3766666666666665,24.403999999999996,2.6666666666666665,33.733,66.1,71.85,9.0,99.2,265.0
A1,6/2/2020,8:00,2.6666666666666665,14.453333333333333,5.87,7.966666666666666,2.25,25.083,4.0,33.742,64.8,86.28,4.7,79.1,122.0
A1,6/22/2021,8:00,2.0,17.05666666666667,8.166666666666666,8.14,4.390000000000001,24.453666666666663,2.0,33.647333333333336,66.2,76.69,9.5,88.9,139.0
A1,6/23/2020,8:00,2.0,13.979999999999999,5.736666666666667,7.94,2.46,25.146666666666665,2.0,33.711000000000006,66.3,80.98,5.2,100.0,50.0
A1,6/29/2021,8:00,2.0,15.709999999999999,7.506666666666667,8.040000000000001,3.6566666666666663,24.697666666666667,2.0,33.57966666666667,65.4,83.65,6.1,100.0,73.0
A1,6/30/2020,8:00,2.0,15.410000000000002,7.169999999999999,8.033333333333333,3.7433333333333336,24.866666666666664,2.0,33.711,65.2,64.82,3.7,100.0,101.0
A1,6/8/2021,8:00,2.0,16.866666666666667,9.25,8.206666666666667,8.48,24.53533333333333,2.0,33.693999999999996,62.8,65.64,4.5,90.7,105.0
A1,6/9/2020,9:00,2.0,13.683333333333332,5.696666666666666,7.876666666666666,1.2633333333333334,25.203999999999997,21.333333333333332,33.685,78.1,21.34,2.3,0.0,594.0
A1,7/12/2021,10:00,2.0,15.526666666666666,7.423333333333333,8.07,2.44,24.67866666666667,2.0,33.53733333333333,70.5,71.73,4.5,98.3,658.0
A1,7/13/2020,8:00,2.0,14.993333333333332,6.6433333333333335,8.049999999999999,3.396666666666667,24.927333333333333,2.0,33.704,69.6,82.18,5.5,72.9,249.0
A1,7/21/2020,8:00,2.0,12.540000000000001,5.976666666666667,7.903333333333333,2.146666666666667,25.431,2.0,33.657999999999994,66.6,76.64,5.4,100.0,98.0
A1,7/21/2021,9:00,2.0,14.906666666666666,7.516666666666667,8.033333333333333,2.92,24.845333333333333,2.0,33.571333333333335,74.6,70.24,2.0,54.3,431.0
A1,7/26/2021,9:00,2.0,15.243333333333334,7.86,8.093333333333334,4.426666666666667,24.759666666666664,2.6666666666666665,33.538333333333334,70.5,76.79,6.2,92.3,94.0
A1,7/28/2020,8:00,2.0,13.450000000000001,6.4433333333333325,7.923333333333333,4.510000000000001,25.304333333333336,2.0,33.73933333333333,66.1,81.09,6.0,100.0,79.0
A1,7/6/2020,8:00,2.0,13.493333333333332,6.109999999999999,7.986666666666667,2.3666666666666667,25.27133333333333,2.0,33.71533333333333,66.1,83.89,3.6,66.1,214.0
A1,7/6/2021,8:00,2.0,16.376666666666665,8.116666666666667,8.083333333333334,2.4233333333333333,24.530333333333335,2.0,33.571333333333335,66.4,73.55,4.3,83.0,194.0
A1,8/11/2020,9:00,2.0,14.67,7.1433333333333335,8.06,6.3999999999999995,24.956,2.0,33.620333333333335,68.2,75.59,7.9,89.0,407.0
A1,8/17/2020,8:00,2.0,17.63,7.263333333333333,8.11,2.77,24.313333333333333,2.0,33.69866666666667,71.7,86.61,5.0,48.7,71.0
A1,8/17/2021,8:00,2.0,16.63,8.409999999999998,8.063333333333333,1.9266666666666667,24.403333333333332,2.0,33.491,71.7,79.62,3.8,100.0,65.0
A1,8/2/2021,10:00,2.0,13.709999999999999,6.859999999999999,8.043333333333335,4.64,25.163333333333338,2.0,33.620666666666665,74.1,62.05,11.4,23.3,628.0
A1,8/24/2021,8:00,2.0,14.233333333333334,6.78,7.956666666666667,1.72,25.003,2.0,33.565666666666665,68.8,75.03,4.5,75.3,97.0
A1,8/27/2020,8:00,2.0,16.44,7.8999999999999995,8.063333333333334,1.9033333333333333,24.490333333333336,15.333333333333334,33.54066666666667,71.0,83.53,5.3,89.9,91.0
A1,8/31/2020,8:00,2.0,13.533333333333333,6.586666666666666,7.890000000000001,1.7966666666666666,25.138,6.0,33.53066666666667,68.7,73.84,0.0,100.0,60.0
A1,8/31/2021,8:00,2.0,14.733333333333334,7.07,7.8999999999999995,3.8033333333333332,24.909333333333333,2.0,33.585,67.5,81.22,4.5,100.0,64.0
A1,8/4/2020,8:00,2.0,14.403333333333334,6.56,7.989999999999999,4.5,25.017,2.0,33.62133333333333,65.2,88.76,5.3,100.0,60.0
A1,8/9/2021,8:00,2.0,15.363333333333335,8.153333333333334,8.040000000000001,5.5566666666666675,24.75933333333333,2.0,33.54633333333334,68.0,77.13,1.8,42.3,100.0
A1,9/13/2021,8:00,2.0,15.213333333333333,7.293333333333333,7.903333333333333,1.8,24.75066666666667,2.0,33.50233333333333,66.8,84.82,3.8,89.9,65.0
A1,9/14/2020,8:00,2.0,16.866666666666667,7.93,8.083333333333334,2.1766666666666663,24.36766666666667,2.0,33.483333333333334,66.1,88.35,0.0,62.6,116.0
A1,9/21/2020,9:00,2.0,15.26,7.32,7.946666666666666,2.8366666666666664,24.742666666666665,2.0,33.489666666666665,69.3,76.61,3.6,96.6,139.0
A1,9/22/2021,8:00,2.0,13.926666666666668,7.609999999999999,7.916666666666667,1.6033333333333333,24.974,2.0,33.41866666666667,72.9,68.38,4.3,0.0,99.0
A1,9/28/2020,8:00,2.0,18.263333333333332,7.656666666666666,8.1,1.9400000000000002,24.082000000000004,2.0,33.538666666666664,67.8,78.11,3.6,8.4,124.0
A1,9/28/2021,8:00,2.0,15.76,7.743333333333332,7.936666666666667,1.7300000000000002,24.59566666666667,2.0,33.463,66.4,71.17,0.0,100.0,44.0
A1,9/7/2021,8:00,2.0,15.963333333333333,7.783333333333334,7.9433333333333325,2.75,24.61033333333333,2.0,33.534,70.4,82.27,4.0,100.0,34.0
A1,9/8/2020,8:00,2.0,17.723333333333333,7.453333333333333,8.056666666666667,1.6133333333333333,24.183666666666667,14.0,33.53133333333333,71.5,81.32,5.2,100.0,17.0
A6,1/13/2020,8:00,2.0,14.986666666666666,7.096666666666667,8.049999999999999,0.9833333333333334,24.84766666666667,5.333333333333333,33.53766666666667,52.2,74.59,3.4,23.3,89.0
A6,1/13/2021,8:00,4.666666666666667,13.163333333333332,6.016666666666666,7.95,1.2833333333333334,25.298666666666666,28.666666666666668,33.63233333333333,53.9,40.57,2.5,75.3,108.0
A6,1/19/2021,9:00,2.0,14.44,7.346666666666667,8.066666666666666,1.82,25.002,6.0,33.586666666666666,61.1,65.74,1.9,75.3,193.0
A6,1/2/2020,8:00,2.0,15.200000000000001,7.616666666666667,8.136666666666668,0.8099999999999999,24.698333333333334,2.0,33.403333333333336,52.0,81.85,0.0,58.5,85.0
A6,1/21/2020,10:00,11.333333333333334,15.33,7.746666666666666,8.093333333333334,0.8333333333333334,24.753333333333334,2.0,33.51133333333333,56.6,89.54,5.7,71.3,234.0
A6,1/27/2021,8:00,4.0,14.086666666666668,6.903333333333333,8.116666666666667,1.04,25.084666666666667,6.0,33.598,47.1,61.99,0.7,42.3,104.0
A6,1/28/2020,9:00,2.0,15.1,7.463333333333334,8.056666666666667,1.1233333333333333,24.818,3.3333333333333335,33.532000000000004,60.4,58.85,2.5,8.4,344.0
A6,1/5/2021,9:00,4.0,13.566666666666668,6.176666666666667,7.966666666666666,1.1933333333333334,25.204333333333334,7.333333333333333,33.61366666666667,52.3,86.92,4.7,98.3,245.0
A6,1/7/2020,9:00,2.0,15.290000000000001,7.636666666666667,8.066666666666666,1.1433333333333333,24.721333333333334,2.0,33.458666666666666,61.5,36.63,0.7,42.3,348.0
A6,10/11/2021,8:00,2.0,15.746666666666664,7.133333333333333,7.923333333333333,1.2033333333333334,24.587999999999997,3.3333333333333335,33.45066666666667,61.9,82.01,6.8,94.9,47.0
A6,10/13/2020,9:00,2.0,16.483333333333334,6.743333333333333,7.953333333333333,1.5266666666666666,24.464,2.6666666666666665,33.498333333333335,77.0,36.44,2.4,8.4,317.0
A6,10/20/2020,9:00,2.0,15.83,6.6933333333333325,7.953333333333333,2.18,24.602999999999998,8.0,33.493,69.2,72.62,2.0,94.9,163.0
A6,10/20/2021,8:00,2.0,15.593333333333334,7.41,8.043333333333335,1.4633333333333336,24.702333333333332,2.0,33.547000000000004,54.8,75.48,0.5,42.3,57.0
A6,10/27/2021,9:00,2.0,14.543333333333335,6.666666666666667,7.896666666666666,1.79,24.897666666666666,2.0,33.50033333333334,61.6,64.25,0.9,0.0,264.0
A6,10/28/2020,9:00,2.0,15.673333333333334,6.3566666666666665,7.94,1.5066666666666666,24.673333333333336,2.0,33.522,63.9,23.99,1.6,8.4,367.0
A6,10/4/2021,9:00,2.0,15.333333333333334,7.4433333333333325,7.946666666666666,1.87,24.691333333333333,2.3333333333333335,33.448,77.3,28.41,1.8,75.3,239.0
A6,10/5/2020,9:00,2.0,17.05,7.266666666666667,8.016666666666667,1.6866666666666668,24.32466666666667,2.0,33.494,76.5,36.64,4.7,75.3,313.0
A6,11/11/2020,9:00,2.0,14.283333333333333,6.239999999999999,8.003333333333332,1.16,25.003333333333334,2.0,33.556999999999995,59.5,44.05,0.0,8.4,428.0
A6,11/16/2021,8:00,2.0,16.543333333333333,7.836666666666666,7.976666666666667,1.5133333333333334,24.470333333333333,2.0,33.50366666666667,55.5,93.53,4.9,89.9,79.0
A6,11/17/2020,9:00,2.0,14.163333333333332,6.586666666666666,7.94,1.8033333333333335,25.033666666666665,2.6666666666666665,33.558,70.3,24.57,2.8,30.2,345.0
A6,11/2/2020,8:00,2.0,16.30333333333333,7.156666666666666,8.106666666666667,2.2866666666666666,24.532666666666668,2.0,33.51866666666667,63.8,70.99,0.0,30.2,125.0
A6,11/2/2021,9:00,2.0,16.290000000000003,7.506666666666667,8.013333333333334,1.7,24.52333333333333,2.0,33.499,60.5,81.82,6.7,92.3,92.0
A6,11/22/2021,8:00,2.0,14.82,7.32,7.93,1.9666666666666668,24.834666666666667,2.0,33.482,61.7,34.91,3.6,75.3,36.0
A6,11/23/2020,9:00,2.0,14.32,6.66,7.91,2.106666666666667,25.01,2.0,33.564,59.6,79.29,5.0,83.0,214.0
A6,11/30/2021,8:00,2.0,15.543333333333331,8.62,7.973333333333334,4.113333333333333,24.67233333333333,2.0,33.46866666666667,54.8,85.69,1.8,75.3,83.0
A6,11/8/2021,8:00,2.0,15.006666666666666,7.216666666666666,7.903333333333333,1.1866666666666668,24.792666666666666,2.0,33.493,57.9,83.06,3.6,83.0,103.0
A6,12/1/2020,8:00,2.0,14.576666666666668,6.760000000000001,8.013333333333334,1.0833333333333333,24.959333333333333,2.0,33.572333333333326,55.4,40.25,2.3,0.0,148.0
A6,12/15/2020,9:00,2.0,15.256666666666668,7.23,8.063333333333333,1.16,24.820666666666668,2.0,33.57933333333333,56.6,55.52,0.0,23.3,303.0
A6,12/17/2021,9:00,2.0,15.146666666666667,7.1933333333333325,7.91,0.6933333333333334,24.727333333333334,3.3333333333333335,33.42733333333334,57.4,76.36,2.5,42.3,256.0
A6,12/21/2020,9:00,2.0,14.243333333333332,6.786666666666666,7.976666666666667,1.3233333333333333,25.038666666666668,2.6666666666666665,33.58133333333333,65.5,24.38,0.0,0.0,304.0
A6,12/21/2021,8:00,2.6666666666666665,14.186666666666667,6.736666666666667,7.890000000000001,0.9866666666666667,24.986333333333334,3.3333333333333335,33.504,54.9,62.89,1.8,81.2,22.0
A6,12/27/2020,8:00,2.0,14.339999999999998,7.3566666666666665,8.01,1.5966666666666667,25.03333333333333,2.0,33.599666666666664,55.6,80.74,0.5,89.0,91.0
A6,12/27/2021,8:00,2.6666666666666665,15.219999999999999,7.713333333333334,7.973333333333334,1.38,24.727999999999998,2.0,33.448,49.0,74.95,0.9,89.0,32.0
A6,12/7/2020,9:00,2.0,14.840000000000002,7.266666666666667,8.006666666666666,1.3533333333333335,24.914666666666665,2.0,33.583666666666666,57.1,40.6,1.8,75.3,115.0
A6,12/8/2021,8:00,2.0,16.243333333333332,7.359999999999999,7.923333333333333,1.0999999999999999,24.558333333333334,2.0,33.52633333333333,55.0,82.71,4.0,90.7,64.0
A6,2/1/2021,10:00,2.0,14.29,7.63,8.146666666666667,1.9733333333333334,24.979666666666663,2.0,33.516333333333336,62.0,67.49,5.5,84.6,200.0
A6,2/10/2020,9:00,2.0,15.030000000000001,7.796666666666667,8.063333333333334,0.9633333333333334,24.793666666666667,2.0,33.48,52.5,87.11,2.5,59.8,93.0
A6,2/18/2020,8:00,2.0,15.203333333333333,8.08,8.043333333333335,1.3166666666666667,24.788,2.0,33.522,57.2,78.7,4.3,96.8,49.0
A6,2/18/2021,9:00,2.0,13.906666666666666,7.41,8.07,2.8033333333333332,25.108,4.0,33.580333333333336,58.8,36.13,3.3,0.0,447.0
A6,2/22/2021,8:00,2.0,12.89,6.07,7.95,1.1933333333333334,25.371666666666666,2.6666666666666665,33.659666666666666,56.1,41.59,0.0,0.0,212.0
A6,2/25/2020,9:00,2.0,13.956666666666669,7.0,7.9366666666666665,1.12,25.052333333333333,10.666666666666666,33.52666666666667,61.5,73.82,5.2,23.3,477.0
A6,2/5/2020,9:00,2.0,14.533333333333333,7.27,8.049999999999999,1.07,24.96066666666667,5.333333333333333,33.559,50.0,22.85,1.1,75.3,326.0
A6,2/8/2021,9:00,2.0,13.753333333333332,7.06,8.093333333333334,2.0100000000000002,25.13033333333333,2.0,33.568999999999996,52.5,77.79,3.6,90.7,183.0
A6,3/16/2020,8:00,2.0,16.156666666666666,8.006666666666666,8.026666666666666,1.8566666666666667,24.542333333333332,2.0,33.47866666666667,57.5,76.62,6.3,64.1,29.0
A6,3/18/2021,9:00,4.666666666666667,12.853333333333333,6.32,7.983333333333333,3.4033333333333338,25.38033333333333,6.666666666666667,33.666666666666664,56.0,71.5,5.4,89.0,194.0
A6,3/2/2021,9:00,2.0,13.443333333333333,6.883333333333333,8.03,1.6066666666666667,25.214,2.0,33.595666666666666,62.3,21.64,2.5,42.3,479.0
A6,3/24/2020,8:00,2.0,14.910000000000002,7.2,7.996666666666667,1.3366666666666667,24.829666666666668,2.0,33.50233333333333,56.0,78.58,0.0,60.3,123.0
A6,3/24/2021,8:00,2.0,12.226666666666667,5.890000000000001,7.94,2.65,25.564000000000004,2.0,33.739,51.7,76.53,0.7,14.8,121.0
A6,3/5/2020,9:00,2.0,15.306666666666667,8.049999999999999,8.023333333333333,1.3766666666666667,24.765666666666664,2.0,33.52333333333333,60.9,75.26,5.1,48.7,508.0
A6,3/8/2021,9:00,2.0,14.656666666666666,8.42,8.186666666666666,3.203333333333333,24.906333333333333,2.0,33.52133333333334,58.1,69.68,6.1,90.7,255.0
A6,3/9/2020,8:00,2.6666666666666665,13.803333333333333,6.8,7.926666666666667,0.9633333333333334,25.102999999999998,33.333333333333336,33.55733333333333,53.5,70.14,2.7,52.6,53.0
A6,4/1/2020,8:00,8.666666666666666,12.986666666666666,6.523333333333333,7.840000000000001,2.1166666666666667,25.290333333333333,6.666666666666667,33.585,58.0,89.01,6.8,100.0,91.0
A6,4/1/2021,9:00,2.0,13.826666666666668,6.913333333333334,7.91,1.45,25.179000000000002,2.0,33.651999999999994,74.5,16.44,7.5,54.3,398.0
